0.03125,0.375,0.59375,0.00601
0.1875,0.640625,0.171875,0.00596
0.171875,0.546875,0.28125,0.00631
0.5,0.25,0.25,0.00639
0.34375,0.25,0.40625,0.00832
0.4375,0.5,0.0625,0.00937
0.203125,0.453125,0.34375,0.00647
0.1875,0.390625,0.421875,0.00495
0.453125,0.46875,0.078125,0.00183
0.140625,0.109375,0.75,0.00652
0.328125,0.234375,0.4375,0.00496
0.03125,0.171875,0.796875,0.00339
0.25,0.53125,0.21875,0.00755
0.640625,0.21875,0.140625,0.00425
0.90625,0.0625,0.03125,0.00974
0.65625,0.234375,0.109375,0.0062
0.140625,0.640625,0.21875,0.00477
0.0625,0.296875,0.640625,0.00799
0.15625,0.625,0.21875,0.00703
0.0625,0.78125,0.15625,0.006
0.21875,0.3125,0.46875,0.00622
0.859375,0.09375,0.046875,0.00229
0.34375,0.140625,0.515625,0.00769
0.21875,0.3125,0.46875,0.00492
0.03125,0.078125,0.890625,0.00937
0.1875,0.234375,0.578125,0.00478
0.515625,0.03125,0.453125,0.00904
0.203125,0.578125,0.21875,0.00802
0.421875,0.453125,0.125,0.00986
0.140625,0.34375,0.515625,0.00271
0.0625,0.03125,0.90625,0.00904
0.4375,0.203125,0.359375,0.0047
0.265625,0.4375,0.296875,0.00721
0.328125,0.546875,0.125,0.00816
0.40625,0.1875,0.40625,0.00676
0.34375,0.359375,0.296875,0.00362
0.046875,0.046875,0.90625,0.00243
0.0625,0.65625,0.28125,0.00971
0.0625,0.21875,0.71875,0.00403
0.65625,0.234375,0.109375,0.00264
0.03125,0.859375,0.109375,0.00576
0.484375,0.03125,0.484375,0.00346
0.671875,0.09375,0.234375,0.00614
0.703125,0.140625,0.15625,0.00182
0.75,0.140625,0.109375,0.00963
0.46875,0.15625,0.375,0.00302
0.15625,0.65625,0.1875,0.00707
0.21875,0.640625,0.140625,0.00312
0.53125,0.40625,0.0625,0.00801
0.171875,0.46875,0.359375,0.00707
0.328125,0.0625,0.609375,0.00258
0.234375,0.484375,0.28125,0.00285
0.1875,0.109375,0.703125,0.00668
0.78125,0.15625,0.0625,0.00882
0.671875,0.0625,0.265625,0.00695
0.046875,0.65625,0.296875,0.00855
0.15625,0.25,0.59375,0.00885
0.15625,0.078125,0.765625,0.00431
0.59375,0.171875,0.234375,0.0032
0.265625,0.65625,0.078125,0.00223
0.03125,0.03125,0.9375,0.00541
0.34375,0.40625,0.25,0.00256
0.03125,0.078125,0.890625,0.00763
0.0625,0.890625,0.046875,0.00499
0.078125,0.28125,0.640625,0.00428
0.109375,0.21875,0.671875,0.00814
0.875,0.0625,0.0625,0.00661
0.359375,0.375,0.265625,0.00574
0.765625,0.0625,0.171875,0.00873
0.640625,0.3125,0.046875,0.00337
0.203125,0.734375,0.0625,0.00731
0.640625,0.140625,0.21875,0.00535
0.328125,0.609375,0.0625,0.00794
0.171875,0.5,0.328125,0.00209
0.234375,0.59375,0.171875,0.00667
0.703125,0.1875,0.109375,0.00668
0.421875,0.1875,0.390625,0.00817
0.1875,0.1875,0.625,0.00982
0.21875,0.21875,0.5625,0.00333
0.125,0.484375,0.390625,0.00726
0.53125,0.171875,0.296875,0.00295
0.3125,0.109375,0.578125,0.00593
0.109375,0.296875,0.59375,0.00906
0.125,0.0625,0.8125,0.00636
0.515625,0.0625,0.421875,0.00626
0.25,0.046875,0.703125,0.00759
0.609375,0.1875,0.203125,0.00181
0.265625,0.53125,0.203125,0.00759
0.03125,0.5,0.46875,0.00743
0.703125,0.046875,0.25,0.00266
0.421875,0.1875,0.390625,0.00913
0.203125,0.203125,0.59375,0.00238
0.09375,0.03125,0.875,0.00559
0.5,0.40625,0.09375,0.0019
0.171875,0.484375,0.34375,0.00972
0.125,0.8125,0.0625,0.00355
0.265625,0.1875,0.546875,0.00264
0.265625,0.25,0.484375,0.00382
0.625,0.25,0.125,0.00937
0.75,0.0625,0.1875,0.00611
0.34375,0.546875,0.109375,0.00337
0.5625,0.28125,0.15625,0.00253
0.375,0.546875,0.078125,0.0076
0.03125,0.9375,0.03125,0.0077
0.421875,0.1875,0.390625,0.00239
0.59375,0.046875,0.359375,0.00322
0.09375,0.046875,0.859375,0.00679
0.625,0.078125,0.296875,0.00936
0.046875,0.90625,0.046875,0.00421
0.15625,0.265625,0.578125,0.00188
0.5,0.203125,0.296875,0.00549
0.203125,0.25,0.546875,0.00546
0.4375,0.125,0.4375,0.00984
0.234375,0.25,0.515625,0.00707
0.75,0.078125,0.171875,0.00741
0.4375,0.0625,0.5,0.00957
0.46875,0.125,0.40625,0.00598
0.203125,0.125,0.671875,0.00491
0.828125,0.046875,0.125,0.00438
0.328125,0.34375,0.328125,0.00524
0.5,0.109375,0.390625,0.00986
0.40625,0.40625,0.1875,0.00329
0.484375,0.359375,0.15625,0.00808
0.03125,0.8125,0.15625,0.00773
0.515625,0.078125,0.40625,0.00354
0.1875,0.78125,0.03125,0.00967
0.09375,0.46875,0.4375,0.0054
0.359375,0.59375,0.046875,0.00629
0.71875,0.203125,0.078125,0.00624
0.359375,0.03125,0.609375,0.00309
0.109375,0.109375,0.78125,0.00623
0.828125,0.125,0.046875,0.00641
0.5625,0.25,0.1875,0.00664
0.296875,0.140625,0.5625,0.00649
